quality_attribute,sentence,source,author,repo,version,id,keyword,matched_word,match_idx,filename,wiki,url,total_similar,target_keywords,target_matched_words
Availability,"# the error is decreasing when the mass (-> inertia) increases",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:6,error,error,6,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['error'],['error']
Availability,"# the error is decreasing when the radius (-> inertia) increases; #--------------------------------------------------------------------------------------------; # auto",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:6,error,error,6,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['error'],['error']
Availability,"#--------------------------------------------------------------------------------------------; # manual; # the error is increasing with both the damping coef and the initial velocity",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:111,error,error,111,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['error'],['error']
Availability,"#rotation error",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:10,error,error,10,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['error'],['error']
Availability,"#translation error",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:13,error,error,13,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['error'],['error']
Deployability,"# Add main scene pipeline components",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py:17,pipeline,pipeline,17,applications/plugins/SofaCarving/examples/SimpleCarving.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py,1,['pipeline'],['pipeline']
Deployability,"# Add the CarvingManger object, linking the collision pipeline, as well as the collision model of the tool used to carve. The collisions models to be carved are found using the tags: CarvingSurface.; # the carvingDistance need to be lower than the contactDistance of the collision pipeline. ",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py:54,pipeline,pipeline,54,applications/plugins/SofaCarving/examples/SimpleCarving.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py,2,['pipeline'],['pipeline']
Deployability,"#!python; # DEPENDENCIES; # python3 -m pip install python-graphql-client; #Ref : Action in python https://www.python-engineer.com/posts/run-python-github-actions/",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py:43,install,install,43,scripts/comment-close-old-discussions.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py,1,['install'],['install']
Integrability,"# Format message",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-discord-message.py:9,message,message,9,scripts/discord/post-discord-message.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-discord-message.py,1,['message'],['message']
Integrability,"# Function posting a message on Discord",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-pending-discussions.py:21,message,message,21,scripts/discord/post-pending-discussions.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-pending-discussions.py,1,['message'],['message']
Integrability,"# Send message to Discord",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-discord-message.py:7,message,message,7,scripts/discord/post-discord-message.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-discord-message.py,1,['message'],['message']
Modifiability,"# Load required plugins",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py:16,plugin,plugins,16,applications/plugins/SofaCarving/examples/SimpleCarving.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py,1,['plugin'],['plugins']
Modifiability,"# plugins",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaAssimp/examples/character_clothes.py:2,plugin,plugins,2,applications/plugins/SofaAssimp/examples/character_clothes.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaAssimp/examples/character_clothes.py,1,['plugin'],['plugins']
Modifiability,"# simpler python script controllers based on SofaPython.script; # TODO maybe this should be double Inherited from both ImagePlaneController and SofaPython.script.Controller; # not to copy code. But then testing inheritance against ImagePlaneController has to be checked.",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py:211,inherit,inheritance,211,applications/plugins/image/python/SofaImage/Tools.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py,1,['inherit'],['inheritance']
Modifiability,"#node.createObject('EulerExplicitSolver',name='odesolver'); #node.createObject('RequiredPlugin', pluginName = 'Compliant'); #node.createObject('CompliantImplicitSolver',name='odesolver',stabilization='0'); #node.createObject('LDLTSolver',name = 'numsolver'); # angular damping test",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:97,plugin,pluginName,97,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['plugin'],['pluginName']
Performance,"# This scene demonstrate how the use the CarvingManager component to perform carving operations (deleting topological element like triangle/tetrahedron) between a tool and a target object on a target object. ; # The tool performing the carving as well as the object to be carved need to be represented by collision models.",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py:69,perform,perform,69,applications/plugins/SofaCarving/examples/SimpleCarving.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaCarving/examples/SimpleCarving.py,2,['perform'],"['perform', 'performing']"
Performance,"# be sure that the cache path exists; # automatic generation when s-t changed",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py:19,cache,cache,19,applications/plugins/image/python/SofaImage/Tools.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py,1,['cache'],['cache']
Performance,"# called once the script is loaded",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/example.py:28,load,loaded,28,tools/sofa-launcher/example.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/example.py,1,['load'],['loaded']
Security,"# Query to access all discussions",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py:11,access,access,11,scripts/comment-close-old-discussions.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py,2,['access'],['access']
Testability,"""""""; query {; repository(owner: ""%s"" name: ""%s"") {; discussions(answered: false, first: 10, after:AFTER) {; totalCount; pageInfo {; hasNextPage; endCursor; }; nodes {; id; number; isAnswered; closed; author {; login; }; comments (first: 100) {; nodes {; createdAt; author {; login; }; replies (first: 100) {; nodes {; createdAt; author {; login; }; }; }; }; }; }; }; }; }""""""",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py:210,log,login,210,scripts/comment-close-old-discussions.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/comment-close-old-discussions.py,3,['log'],['login']
Testability,"""""""; query {; repository(owner: ""%s"" name: ""%s"") {; discussions(answered: false, first: 10, after:AFTER) {; totalCount; pageInfo {; hasNextPage; endCursor; }; nodes {; number; isAnswered; closed; category {; name; }; comments (first: 100) {; nodes {; author {; login; }; replies (first: 100) {; nodes {; author {; login; }; }; }; }; }; }; }; }; }""""""",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-pending-discussions.py:261,log,login,261,scripts/discord/post-pending-discussions.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/discord/post-pending-discussions.py,2,['log'],['login']
Testability,"# a pure python function to test",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py:28,test,test,28,applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,1,['test'],['test']
Testability,"# arguments are an option in python tests",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py:36,test,tests,36,applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,1,['test'],['tests']
Testability,"# assert( index < len(ptrs) )",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/__init__.py:2,assert,assert,2,applications/plugins/image/python/SofaImage/__init__.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/__init__.py,1,['assert'],['assert']
Testability,"# extract imformations of a svn log (in xml format); # uses only the first logentry; # usage: svn-log-parse.py filename [revision|author|msg|date]; # use ""svn log -l 1 --xml > log.xml"" to have the infos about the last checkouted revision",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/deprecated/svn-log-parse.py:32,log,log,32,scripts/deprecated/svn-log-parse.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/deprecated/svn-log-parse.py,5,['log'],"['log', 'log-parse', 'logentry']"
Testability,"# here it tests if the first argument is null and the second is not",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py:10,test,tests,10,applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,1,['test'],['tests']
