quality_attribute,keyword,matched_word,sentence,source,filename,author,repo,version,wiki,url
Availability,avail,available,* OpenSlide is not available when running from command line (https://github,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20OpenSlide%20is%20not%20available%20when%20running%20from%20command%20line%20%28https%3A//github
Availability,avail,available,* Grid views don't show objects by default if no measurements are available (https://github,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Grid%20views%20don%27t%20show%20objects%20by%20default%20if%20no%20measurements%20are%20available%20%28https%3A//github
Availability,avail,available,* Exception when opening script if the last directory isn't available (https://github,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Exception%20when%20opening%20script%20if%20the%20last%20directory%20isn%27t%20available%20%28https%3A//github
Availability,error,errors,* Find tips or warnings to help avoid common errors,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Find%20tips%20or%20warnings%20to%20help%20avoid%20common%20errors
Availability,error,errors,* Includes badge to highlight errors that have occurred when the log viewer is closed,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Includes%20badge%20to%20highlight%20errors%20that%20have%20occurred%20when%20the%20log%20viewer%20is%20closed
Availability,down,download,Apple Silicon users can download the x64 (Intel) version for use with these formats,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=Apple%20Silicon%20users%20can%20download%20the%20x64%20%28Intel%29%20version%20for%20use%20with%20these%20formats
Availability,avail,available,* Multi-view commands now available through 'View' menu (and not only right-clicking a viewer),MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Multi-view%20commands%20now%20available%20through%20%27View%27%20menu%20%28and%20not%20only%20right-clicking%20a%20viewer%29
Availability,avail,available,* Right-click to optionally show all available channels,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Right-click%20to%20optionally%20show%20all%20available%20channels
Availability,error,errors,"* Log messages are now color-coded, making errors and warnings easier to spot (https://github",MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Log%20messages%20are%20now%20color-coded%2C%20making%20errors%20and%20warnings%20easier%20to%20spot%20%28https%3A//github
Availability,checkpoint,checkpoint,* Added `Timeit` class to checkpoint & report running times,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Added%20%60Timeit%60%20class%20to%20checkpoint%20%26%20report%20running%20times
Availability,down,downsample,"readRegion(downsample, x, y, width, height, z, t)` (https://github",MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=readRegion%28downsample%2C%20x%2C%20y%2C%20width%2C%20height%2C%20z%2C%20t%29%60%20%28https%3A//github
Availability,error,error,* Removing >255 measurements throws error when reproducing from workflow script (https://github,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Removing%20%3E255%20measurements%20throws%20error%20when%20reproducing%20from%20workflow%20script%20%28https%3A//github
Availability,error,error,* Uncaught exceptions can fill the screen with duplicate error notifications (https://github,MatchSource.DOCS,CHANGELOG.md,qupath,qupath,v0.5.1,https://qupath.github.io,https://github.com/qupath/qupath/tree/v0.5.1/CHANGELOG.md#:~:text=%2A%20Uncaught%20exceptions%20can%20fill%20the%20screen%20with%20duplicate%20error%20notifications%20%28https%3A//github
